date,year,month_num,month_name,quarter,quarter_year,year_quarter,week_num,day_of_month,weekday_name,is_weekend,is_holiday_season
2020-11-13,2020,11,November,4,2020-Q4,Q4 2020,46,13,Friday,0,0
2020-11-14,2020,11,November,4,2020-Q4,Q4 2020,46,14,Saturday,1,0
2020-11-15,2020,11,November,4,2020-Q4,Q4 2020,46,15,Sunday,1,0
2020-11-16,2020,11,November,4,2020-Q4,Q4 2020,47,16,Monday,0,0
2020-11-17,2020,11,November,4,2020-Q4,Q4 2020,47,17,Tuesday,0,0
2020-11-18,2020,11,November,4,2020-Q4,Q4 2020,47,18,Wednesday,0,0
2020-11-19,2020,11,November,4,2020-Q4,Q4 2020,47,19,Thursday,0,0
2020-11-20,2020,11,November,4,2020-Q4,Q4 2020,47,20,Friday,0,0
2020-11-21,2020,11,November,4,2020-Q4,Q4 2020,47,21,Saturday,1,0
2020-11-22,2020,11,November,4,2020-Q4,Q4 2020,47,22,Sunday,1,0
2020-11-23,2020,11,November,4,2020-Q4,Q4 2020,48,23,Monday,0,0
2020-11-24,2020,11,November,4,2020-Q4,Q4 2020,48,24,Tuesday,0,0
2020-11-25,2020,11,November,4,2020-Q4,Q4 2020,48,25,Wednesday,0,0
2020-11-26,2020,11,November,4,2020-Q4,Q4 2020,48,26,Thursday,0,0
2020-11-27,2020,11,November,4,2020-Q4,Q4 2020,48,27,Friday,0,0
2020-11-28,2020,11,November,4,2020-Q4,Q4 2020,48,28,Saturday,1,0
2020-11-29,2020,11,November,4,2020-Q4,Q4 2020,48,29,Sunday,1,0
2020-11-30,2020,11,November,4,2020-Q4,Q4 2020,49,30,Monday,0,0
2020-12-01,2020,12,December,4,2020-Q4,Q4 2020,49,1,Tuesday,0,0
2020-12-02,2020,12,December,4,2020-Q4,Q4 2020,49,2,Wednesday,0,0
2020-12-03,2020,12,December,4,2020-Q4,Q4 2020,49,3,Thursday,0,0
2020-12-04,2020,12,December,4,2020-Q4,Q4 2020,49,4,Friday,0,0
2020-12-05,2020,12,December,4,2020-Q4,Q4 2020,49,5,Saturday,1,0
2020-12-06,2020,12,December,4,2020-Q4,Q4 2020,49,6,Sunday,1,0
2020-12-07,2020,12,December,4,2020-Q4,Q4 2020,50,7,Monday,0,0
2020-12-08,2020,12,December,4,2020-Q4,Q4 2020,50,8,Tuesday,0,0
2020-12-09,2020,12,December,4,2020-Q4,Q4 2020,50,9,Wednesday,0,0
2020-12-10,2020,12,December,4,2020-Q4,Q4 2020,50,10,Thursday,0,0
2020-12-11,2020,12,December,4,2020-Q4,Q4 2020,50,11,Friday,0,0
2020-12-12,2020,12,December,4,2020-Q4,Q4 2020,50,12,Saturday,1,0
2020-12-13,2020,12,December,4,2020-Q4,Q4 2020,50,13,Sunday,1,0
2020-12-14,2020,12,December,4,2020-Q4,Q4 2020,51,14,Monday,0,0
2020-12-15,2020,12,December,4,2020-Q4,Q4 2020,51,15,Tuesday,0,1
2020-12-16,2020,12,December,4,2020-Q4,Q4 2020,51,16,Wednesday,0,1
2020-12-17,2020,12,December,4,2020-Q4,Q4 2020,51,17,Thursday,0,1
2020-12-18,2020,12,December,4,2020-Q4,Q4 2020,51,18,Friday,0,1
2020-12-19,2020,12,December,4,2020-Q4,Q4 2020,51,19,Saturday,1,1
2020-12-20,2020,12,December,4,2020-Q4,Q4 2020,51,20,Sunday,1,1
2020-12-21,2020,12,December,4,2020-Q4,Q4 2020,52,21,Monday,0,1
2020-12-22,2020,12,December,4,2020-Q4,Q4 2020,52,22,Tuesday,0,1
2020-12-23,2020,12,December,4,2020-Q4,Q4 2020,52,23,Wednesday,0,1
2020-12-24,2020,12,December,4,2020-Q4,Q4 2020,52,24,Thursday,0,1
2020-12-25,2020,12,December,4,2020-Q4,Q4 2020,52,25,Friday,0,1
2020-12-26,2020,12,December,4,2020-Q4,Q4 2020,52,26,Saturday,1,1
2020-12-27,2020,12,December,4,2020-Q4,Q4 2020,52,27,Sunday,1,1
2020-12-28,2020,12,December,4,2020-Q4,Q4 2020,53,28,Monday,0,1
2020-12-29,2020,12,December,4,2020-Q4,Q4 2020,53,29,Tuesday,0,1
2020-12-30,2020,12,December,4,2020-Q4,Q4 2020,53,30,Wednesday,0,1
2020-12-31,2020,12,December,4,2020-Q4,Q4 2020,53,31,Thursday,0,1
2021-01-01,2021,1,January,1,2021-Q1,Q1 2021,53,1,Friday,0,0
2021-01-02,2021,1,January,1,2021-Q1,Q1 2021,53,2,Saturday,1,0
2021-01-03,2021,1,January,1,2021-Q1,Q1 2021,53,3,Sunday,1,0
2021-01-04,2021,1,January,1,2021-Q1,Q1 2021,1,4,Monday,0,0
2021-01-05,2021,1,January,1,2021-Q1,Q1 2021,1,5,Tuesday,0,0
2021-01-06,2021,1,January,1,2021-Q1,Q1 2021,1,6,Wednesday,0,0
2021-01-07,2021,1,January,1,2021-Q1,Q1 2021,1,7,Thursday,0,0
2021-01-08,2021,1,January,1,2021-Q1,Q1 2021,1,8,Friday,0,0
2021-01-09,2021,1,January,1,2021-Q1,Q1 2021,1,9,Saturday,1,0
2021-01-10,2021,1,January,1,2021-Q1,Q1 2021,1,10,Sunday,1,0
2021-01-11,2021,1,January,1,2021-Q1,Q1 2021,2,11,Monday,0,0
2021-01-12,2021,1,January,1,2021-Q1,Q1 2021,2,12,Tuesday,0,0
2021-01-13,2021,1,January,1,2021-Q1,Q1 2021,2,13,Wednesday,0,0
2021-01-14,2021,1,January,1,2021-Q1,Q1 2021,2,14,Thursday,0,0
2021-01-15,2021,1,January,1,2021-Q1,Q1 2021,2,15,Friday,0,0
2021-01-16,2021,1,January,1,2021-Q1,Q1 2021,2,16,Saturday,1,0
2021-01-17,2021,1,January,1,2021-Q1,Q1 2021,2,17,Sunday,1,0
2021-01-18,2021,1,January,1,2021-Q1,Q1 2021,3,18,Monday,0,0
2021-01-19,2021,1,January,1,2021-Q1,Q1 2021,3,19,Tuesday,0,0
2021-01-20,2021,1,January,1,2021-Q1,Q1 2021,3,20,Wednesday,0,0
2021-01-21,2021,1,January,1,2021-Q1,Q1 2021,3,21,Thursday,0,0
2021-01-22,2021,1,January,1,2021-Q1,Q1 2021,3,22,Friday,0,0
2021-01-23,2021,1,January,1,2021-Q1,Q1 2021,3,23,Saturday,1,0
2021-01-24,2021,1,January,1,2021-Q1,Q1 2021,3,24,Sunday,1,0
2021-01-25,2021,1,January,1,2021-Q1,Q1 2021,4,25,Monday,0,0
2021-01-26,2021,1,January,1,2021-Q1,Q1 2021,4,26,Tuesday,0,0
2021-01-27,2021,1,January,1,2021-Q1,Q1 2021,4,27,Wednesday,0,0
2021-01-28,2021,1,January,1,2021-Q1,Q1 2021,4,28,Thursday,0,0
2021-01-29,2021,1,January,1,2021-Q1,Q1 2021,4,29,Friday,0,0
2021-01-30,2021,1,January,1,2021-Q1,Q1 2021,4,30,Saturday,1,0
2021-01-31,2021,1,January,1,2021-Q1,Q1 2021,4,31,Sunday,1,0
2021-02-01,2021,2,February,1,2021-Q1,Q1 2021,5,1,Monday,0,0
2021-02-02,2021,2,February,1,2021-Q1,Q1 2021,5,2,Tuesday,0,0
2021-02-03,2021,2,February,1,2021-Q1,Q1 2021,5,3,Wednesday,0,0
2021-02-04,2021,2,February,1,2021-Q1,Q1 2021,5,4,Thursday,0,0
2021-02-05,2021,2,February,1,2021-Q1,Q1 2021,5,5,Friday,0,0
2021-02-06,2021,2,February,1,2021-Q1,Q1 2021,5,6,Saturday,1,0
2021-02-07,2021,2,February,1,2021-Q1,Q1 2021,5,7,Sunday,1,0
2021-02-08,2021,2,February,1,2021-Q1,Q1 2021,6,8,Monday,0,0
2021-02-09,2021,2,February,1,2021-Q1,Q1 2021,6,9,Tuesday,0,0
2021-02-10,2021,2,February,1,2021-Q1,Q1 2021,6,10,Wednesday,0,0
2021-02-11,2021,2,February,1,2021-Q1,Q1 2021,6,11,Thursday,0,0
2021-02-12,2021,2,February,1,2021-Q1,Q1 2021,6,12,Friday,0,0
2021-02-13,2021,2,February,1,2021-Q1,Q1 2021,6,13,Saturday,1,0
2021-02-14,2021,2,February,1,2021-Q1,Q1 2021,6,14,Sunday,1,0
2021-02-15,2021,2,February,1,2021-Q1,Q1 2021,7,15,Monday,0,0
2021-02-16,2021,2,February,1,2021-Q1,Q1 2021,7,16,Tuesday,0,0
2021-02-17,2021,2,February,1,2021-Q1,Q1 2021,7,17,Wednesday,0,0
2021-02-18,2021,2,February,1,2021-Q1,Q1 2021,7,18,Thursday,0,0
2021-02-19,2021,2,February,1,2021-Q1,Q1 2021,7,19,Friday,0,0
2021-02-20,2021,2,February,1,2021-Q1,Q1 2021,7,20,Saturday,1,0
2021-02-21,2021,2,February,1,2021-Q1,Q1 2021,7,21,Sunday,1,0
2021-02-22,2021,2,February,1,2021-Q1,Q1 2021,8,22,Monday,0,0
2021-02-23,2021,2,February,1,2021-Q1,Q1 2021,8,23,Tuesday,0,0
2021-02-24,2021,2,February,1,2021-Q1,Q1 2021,8,24,Wednesday,0,0
2021-02-25,2021,2,February,1,2021-Q1,Q1 2021,8,25,Thursday,0,0
2021-02-26,2021,2,February,1,2021-Q1,Q1 2021,8,26,Friday,0,0
2021-02-27,2021,2,February,1,2021-Q1,Q1 2021,8,27,Saturday,1,0
2021-02-28,2021,2,February,1,2021-Q1,Q1 2021,8,28,Sunday,1,0
2021-03-01,2021,3,March,1,2021-Q1,Q1 2021,9,1,Monday,0,0
2021-03-02,2021,3,March,1,2021-Q1,Q1 2021,9,2,Tuesday,0,0
2021-03-03,2021,3,March,1,2021-Q1,Q1 2021,9,3,Wednesday,0,0
2021-03-04,2021,3,March,1,2021-Q1,Q1 2021,9,4,Thursday,0,0
2021-03-05,2021,3,March,1,2021-Q1,Q1 2021,9,5,Friday,0,0
2021-03-06,2021,3,March,1,2021-Q1,Q1 2021,9,6,Saturday,1,0
2021-03-07,2021,3,March,1,2021-Q1,Q1 2021,9,7,Sunday,1,0
2021-03-08,2021,3,March,1,2021-Q1,Q1 2021,10,8,Monday,0,0
2021-03-09,2021,3,March,1,2021-Q1,Q1 2021,10,9,Tuesday,0,0
2021-03-10,2021,3,March,1,2021-Q1,Q1 2021,10,10,Wednesday,0,0
2021-03-11,2021,3,March,1,2021-Q1,Q1 2021,10,11,Thursday,0,0
2021-03-12,2021,3,March,1,2021-Q1,Q1 2021,10,12,Friday,0,0
2021-03-13,2021,3,March,1,2021-Q1,Q1 2021,10,13,Saturday,1,0
2021-03-14,2021,3,March,1,2021-Q1,Q1 2021,10,14,Sunday,1,0
2021-03-15,2021,3,March,1,2021-Q1,Q1 2021,11,15,Monday,0,0
2021-03-16,2021,3,March,1,2021-Q1,Q1 2021,11,16,Tuesday,0,0
2021-03-17,2021,3,March,1,2021-Q1,Q1 2021,11,17,Wednesday,0,0
2021-03-18,2021,3,March,1,2021-Q1,Q1 2021,11,18,Thursday,0,0
2021-03-19,2021,3,March,1,2021-Q1,Q1 2021,11,19,Friday,0,0
2021-03-20,2021,3,March,1,2021-Q1,Q1 2021,11,20,Saturday,1,0
2021-03-21,2021,3,March,1,2021-Q1,Q1 2021,11,21,Sunday,1,0
2021-03-22,2021,3,March,1,2021-Q1,Q1 2021,12,22,Monday,0,0
2021-03-23,2021,3,March,1,2021-Q1,Q1 2021,12,23,Tuesday,0,0
2021-03-24,2021,3,March,1,2021-Q1,Q1 2021,12,24,Wednesday,0,0
2021-03-25,2021,3,March,1,2021-Q1,Q1 2021,12,25,Thursday,0,0
2021-03-26,2021,3,March,1,2021-Q1,Q1 2021,12,26,Friday,0,0
2021-03-27,2021,3,March,1,2021-Q1,Q1 2021,12,27,Saturday,1,0
2021-03-28,2021,3,March,1,2021-Q1,Q1 2021,12,28,Sunday,1,0
2021-03-29,2021,3,March,1,2021-Q1,Q1 2021,13,29,Monday,0,0
2021-03-30,2021,3,March,1,2021-Q1,Q1 2021,13,30,Tuesday,0,0
2021-03-31,2021,3,March,1,2021-Q1,Q1 2021,13,31,Wednesday,0,0
2021-04-01,2021,4,April,2,2021-Q2,Q2 2021,13,1,Thursday,0,0
2021-04-02,2021,4,April,2,2021-Q2,Q2 2021,13,2,Friday,0,0
2021-04-03,2021,4,April,2,2021-Q2,Q2 2021,13,3,Saturday,1,0
2021-04-04,2021,4,April,2,2021-Q2,Q2 2021,13,4,Sunday,1,0
2021-04-05,2021,4,April,2,2021-Q2,Q2 2021,14,5,Monday,0,0
2021-04-06,2021,4,April,2,2021-Q2,Q2 2021,14,6,Tuesday,0,0
2021-04-07,2021,4,April,2,2021-Q2,Q2 2021,14,7,Wednesday,0,0
2021-04-08,2021,4,April,2,2021-Q2,Q2 2021,14,8,Thursday,0,0
2021-04-09,2021,4,April,2,2021-Q2,Q2 2021,14,9,Friday,0,0
2021-04-10,2021,4,April,2,2021-Q2,Q2 2021,14,10,Saturday,1,0
2021-04-11,2021,4,April,2,2021-Q2,Q2 2021,14,11,Sunday,1,0
2021-04-12,2021,4,April,2,2021-Q2,Q2 2021,15,12,Monday,0,0
2021-04-13,2021,4,April,2,2021-Q2,Q2 2021,15,13,Tuesday,0,0
2021-04-14,2021,4,April,2,2021-Q2,Q2 2021,15,14,Wednesday,0,0
2021-04-15,2021,4,April,2,2021-Q2,Q2 2021,15,15,Thursday,0,0
2021-04-16,2021,4,April,2,2021-Q2,Q2 2021,15,16,Friday,0,0
2021-04-17,2021,4,April,2,2021-Q2,Q2 2021,15,17,Saturday,1,0
2021-04-18,2021,4,April,2,2021-Q2,Q2 2021,15,18,Sunday,1,0
2021-04-19,2021,4,April,2,2021-Q2,Q2 2021,16,19,Monday,0,0
2021-04-20,2021,4,April,2,2021-Q2,Q2 2021,16,20,Tuesday,0,0
2021-04-21,2021,4,April,2,2021-Q2,Q2 2021,16,21,Wednesday,0,0
2021-04-22,2021,4,April,2,2021-Q2,Q2 2021,16,22,Thursday,0,0
2021-04-23,2021,4,April,2,2021-Q2,Q2 2021,16,23,Friday,0,0
2021-04-24,2021,4,April,2,2021-Q2,Q2 2021,16,24,Saturday,1,0
2021-04-25,2021,4,April,2,2021-Q2,Q2 2021,16,25,Sunday,1,0
2021-04-26,2021,4,April,2,2021-Q2,Q2 2021,17,26,Monday,0,0
2021-04-27,2021,4,April,2,2021-Q2,Q2 2021,17,27,Tuesday,0,0
2021-04-28,2021,4,April,2,2021-Q2,Q2 2021,17,28,Wednesday,0,0
2021-04-29,2021,4,April,2,2021-Q2,Q2 2021,17,29,Thursday,0,0
2021-04-30,2021,4,April,2,2021-Q2,Q2 2021,17,30,Friday,0,0
2021-05-01,2021,5,May,2,2021-Q2,Q2 2021,17,1,Saturday,1,0
2021-05-02,2021,5,May,2,2021-Q2,Q2 2021,17,2,Sunday,1,0
2021-05-03,2021,5,May,2,2021-Q2,Q2 2021,18,3,Monday,0,0
2021-05-04,2021,5,May,2,2021-Q2,Q2 2021,18,4,Tuesday,0,0
2021-05-05,2021,5,May,2,2021-Q2,Q2 2021,18,5,Wednesday,0,0
2021-05-06,2021,5,May,2,2021-Q2,Q2 2021,18,6,Thursday,0,0
2021-05-07,2021,5,May,2,2021-Q2,Q2 2021,18,7,Friday,0,0
2021-05-08,2021,5,May,2,2021-Q2,Q2 2021,18,8,Saturday,1,0
2021-05-09,2021,5,May,2,2021-Q2,Q2 2021,18,9,Sunday,1,0
2021-05-10,2021,5,May,2,2021-Q2,Q2 2021,19,10,Monday,0,0
2021-05-11,2021,5,May,2,2021-Q2,Q2 2021,19,11,Tuesday,0,0
2021-05-12,2021,5,May,2,2021-Q2,Q2 2021,19,12,Wednesday,0,0
2021-05-13,2021,5,May,2,2021-Q2,Q2 2021,19,13,Thursday,0,0
2021-05-14,2021,5,May,2,2021-Q2,Q2 2021,19,14,Friday,0,0
2021-05-15,2021,5,May,2,2021-Q2,Q2 2021,19,15,Saturday,1,0
2021-05-16,2021,5,May,2,2021-Q2,Q2 2021,19,16,Sunday,1,0
2021-05-17,2021,5,May,2,2021-Q2,Q2 2021,20,17,Monday,0,0
2021-05-18,2021,5,May,2,2021-Q2,Q2 2021,20,18,Tuesday,0,0
2021-05-19,2021,5,May,2,2021-Q2,Q2 2021,20,19,Wednesday,0,0
2021-05-20,2021,5,May,2,2021-Q2,Q2 2021,20,20,Thursday,0,0
2021-05-21,2021,5,May,2,2021-Q2,Q2 2021,20,21,Friday,0,0
2021-05-22,2021,5,May,2,2021-Q2,Q2 2021,20,22,Saturday,1,0
2021-05-23,2021,5,May,2,2021-Q2,Q2 2021,20,23,Sunday,1,0
2021-05-24,2021,5,May,2,2021-Q2,Q2 2021,21,24,Monday,0,0
2021-05-25,2021,5,May,2,2021-Q2,Q2 2021,21,25,Tuesday,0,0
2021-05-26,2021,5,May,2,2021-Q2,Q2 2021,21,26,Wednesday,0,0
2021-05-27,2021,5,May,2,2021-Q2,Q2 2021,21,27,Thursday,0,0
2021-05-28,2021,5,May,2,2021-Q2,Q2 2021,21,28,Friday,0,0
2021-05-29,2021,5,May,2,2021-Q2,Q2 2021,21,29,Saturday,1,0
2021-05-30,2021,5,May,2,2021-Q2,Q2 2021,21,30,Sunday,1,0
2021-05-31,2021,5,May,2,2021-Q2,Q2 2021,22,31,Monday,0,0
2021-06-01,2021,6,June,2,2021-Q2,Q2 2021,22,1,Tuesday,0,0
2021-06-02,2021,6,June,2,2021-Q2,Q2 2021,22,2,Wednesday,0,0
2021-06-03,2021,6,June,2,2021-Q2,Q2 2021,22,3,Thursday,0,0
2021-06-04,2021,6,June,2,2021-Q2,Q2 2021,22,4,Friday,0,0
2021-06-05,2021,6,June,2,2021-Q2,Q2 2021,22,5,Saturday,1,0
2021-06-06,2021,6,June,2,2021-Q2,Q2 2021,22,6,Sunday,1,0
2021-06-07,2021,6,June,2,2021-Q2,Q2 2021,23,7,Monday,0,0
2021-06-08,2021,6,June,2,2021-Q2,Q2 2021,23,8,Tuesday,0,0
2021-06-09,2021,6,June,2,2021-Q2,Q2 2021,23,9,Wednesday,0,0
2021-06-10,2021,6,June,2,2021-Q2,Q2 2021,23,10,Thursday,0,0
2021-06-11,2021,6,June,2,2021-Q2,Q2 2021,23,11,Friday,0,0
2021-06-12,2021,6,June,2,2021-Q2,Q2 2021,23,12,Saturday,1,0
2021-06-13,2021,6,June,2,2021-Q2,Q2 2021,23,13,Sunday,1,0
2021-06-14,2021,6,June,2,2021-Q2,Q2 2021,24,14,Monday,0,0
2021-06-15,2021,6,June,2,2021-Q2,Q2 2021,24,15,Tuesday,0,0
2021-06-16,2021,6,June,2,2021-Q2,Q2 2021,24,16,Wednesday,0,0
2021-06-17,2021,6,June,2,2021-Q2,Q2 2021,24,17,Thursday,0,0
2021-06-18,2021,6,June,2,2021-Q2,Q2 2021,24,18,Friday,0,0
2021-06-19,2021,6,June,2,2021-Q2,Q2 2021,24,19,Saturday,1,0
2021-06-20,2021,6,June,2,2021-Q2,Q2 2021,24,20,Sunday,1,0
2021-06-21,2021,6,June,2,2021-Q2,Q2 2021,25,21,Monday,0,0
2021-06-22,2021,6,June,2,2021-Q2,Q2 2021,25,22,Tuesday,0,0
2021-06-23,2021,6,June,2,2021-Q2,Q2 2021,25,23,Wednesday,0,0
2021-06-24,2021,6,June,2,2021-Q2,Q2 2021,25,24,Thursday,0,0
2021-06-25,2021,6,June,2,2021-Q2,Q2 2021,25,25,Friday,0,0
2021-06-26,2021,6,June,2,2021-Q2,Q2 2021,25,26,Saturday,1,0
2021-06-27,2021,6,June,2,2021-Q2,Q2 2021,25,27,Sunday,1,0
2021-06-28,2021,6,June,2,2021-Q2,Q2 2021,26,28,Monday,0,0
2021-06-29,2021,6,June,2,2021-Q2,Q2 2021,26,29,Tuesday,0,0
2021-06-30,2021,6,June,2,2021-Q2,Q2 2021,26,30,Wednesday,0,0
2021-07-01,2021,7,July,3,2021-Q3,Q3 2021,26,1,Thursday,0,0
2021-07-02,2021,7,July,3,2021-Q3,Q3 2021,26,2,Friday,0,0
2021-07-03,2021,7,July,3,2021-Q3,Q3 2021,26,3,Saturday,1,0
2021-07-04,2021,7,July,3,2021-Q3,Q3 2021,26,4,Sunday,1,0
2021-07-05,2021,7,July,3,2021-Q3,Q3 2021,27,5,Monday,0,0
2021-07-06,2021,7,July,3,2021-Q3,Q3 2021,27,6,Tuesday,0,0
2021-07-07,2021,7,July,3,2021-Q3,Q3 2021,27,7,Wednesday,0,0
2021-07-08,2021,7,July,3,2021-Q3,Q3 2021,27,8,Thursday,0,0
2021-07-09,2021,7,July,3,2021-Q3,Q3 2021,27,9,Friday,0,0
2021-07-10,2021,7,July,3,2021-Q3,Q3 2021,27,10,Saturday,1,0
2021-07-11,2021,7,July,3,2021-Q3,Q3 2021,27,11,Sunday,1,0
2021-07-12,2021,7,July,3,2021-Q3,Q3 2021,28,12,Monday,0,0
2021-07-13,2021,7,July,3,2021-Q3,Q3 2021,28,13,Tuesday,0,0
2021-07-14,2021,7,July,3,2021-Q3,Q3 2021,28,14,Wednesday,0,0
2021-07-15,2021,7,July,3,2021-Q3,Q3 2021,28,15,Thursday,0,0
2021-07-16,2021,7,July,3,2021-Q3,Q3 2021,28,16,Friday,0,0
2021-07-17,2021,7,July,3,2021-Q3,Q3 2021,28,17,Saturday,1,0
2021-07-18,2021,7,July,3,2021-Q3,Q3 2021,28,18,Sunday,1,0
2021-07-19,2021,7,July,3,2021-Q3,Q3 2021,29,19,Monday,0,0
2021-07-20,2021,7,July,3,2021-Q3,Q3 2021,29,20,Tuesday,0,0
2021-07-21,2021,7,July,3,2021-Q3,Q3 2021,29,21,Wednesday,0,0
2021-07-22,2021,7,July,3,2021-Q3,Q3 2021,29,22,Thursday,0,0
2021-07-23,2021,7,July,3,2021-Q3,Q3 2021,29,23,Friday,0,0
2021-07-24,2021,7,July,3,2021-Q3,Q3 2021,29,24,Saturday,1,0
2021-07-25,2021,7,July,3,2021-Q3,Q3 2021,29,25,Sunday,1,0
2021-07-26,2021,7,July,3,2021-Q3,Q3 2021,30,26,Monday,0,0
2021-07-27,2021,7,July,3,2021-Q3,Q3 2021,30,27,Tuesday,0,0
2021-07-28,2021,7,July,3,2021-Q3,Q3 2021,30,28,Wednesday,0,0
2021-07-29,2021,7,July,3,2021-Q3,Q3 2021,30,29,Thursday,0,0
2021-07-30,2021,7,July,3,2021-Q3,Q3 2021,30,30,Friday,0,0
2021-07-31,2021,7,July,3,2021-Q3,Q3 2021,30,31,Saturday,1,0
2021-08-01,2021,8,August,3,2021-Q3,Q3 2021,30,1,Sunday,1,0
2021-08-02,2021,8,August,3,2021-Q3,Q3 2021,31,2,Monday,0,0
2021-08-03,2021,8,August,3,2021-Q3,Q3 2021,31,3,Tuesday,0,0
2021-08-04,2021,8,August,3,2021-Q3,Q3 2021,31,4,Wednesday,0,0
2021-08-05,2021,8,August,3,2021-Q3,Q3 2021,31,5,Thursday,0,0
2021-08-06,2021,8,August,3,2021-Q3,Q3 2021,31,6,Friday,0,0
2021-08-07,2021,8,August,3,2021-Q3,Q3 2021,31,7,Saturday,1,0
2021-08-08,2021,8,August,3,2021-Q3,Q3 2021,31,8,Sunday,1,0
2021-08-09,2021,8,August,3,2021-Q3,Q3 2021,32,9,Monday,0,0
2021-08-10,2021,8,August,3,2021-Q3,Q3 2021,32,10,Tuesday,0,0
2021-08-11,2021,8,August,3,2021-Q3,Q3 2021,32,11,Wednesday,0,0
2021-08-12,2021,8,August,3,2021-Q3,Q3 2021,32,12,Thursday,0,0
2021-08-13,2021,8,August,3,2021-Q3,Q3 2021,32,13,Friday,0,0
2021-08-14,2021,8,August,3,2021-Q3,Q3 2021,32,14,Saturday,1,0
2021-08-15,2021,8,August,3,2021-Q3,Q3 2021,32,15,Sunday,1,0
2021-08-16,2021,8,August,3,2021-Q3,Q3 2021,33,16,Monday,0,0
2021-08-17,2021,8,August,3,2021-Q3,Q3 2021,33,17,Tuesday,0,0
2021-08-18,2021,8,August,3,2021-Q3,Q3 2021,33,18,Wednesday,0,0
2021-08-19,2021,8,August,3,2021-Q3,Q3 2021,33,19,Thursday,0,0
2021-08-20,2021,8,August,3,2021-Q3,Q3 2021,33,20,Friday,0,0
2021-08-21,2021,8,August,3,2021-Q3,Q3 2021,33,21,Saturday,1,0
2021-08-22,2021,8,August,3,2021-Q3,Q3 2021,33,22,Sunday,1,0
2021-08-23,2021,8,August,3,2021-Q3,Q3 2021,34,23,Monday,0,0
2021-08-24,2021,8,August,3,2021-Q3,Q3 2021,34,24,Tuesday,0,0
2021-08-25,2021,8,August,3,2021-Q3,Q3 2021,34,25,Wednesday,0,0
2021-08-26,2021,8,August,3,2021-Q3,Q3 2021,34,26,Thursday,0,0
2021-08-27,2021,8,August,3,2021-Q3,Q3 2021,34,27,Friday,0,0
2021-08-28,2021,8,August,3,2021-Q3,Q3 2021,34,28,Saturday,1,0
2021-08-29,2021,8,August,3,2021-Q3,Q3 2021,34,29,Sunday,1,0
2021-08-30,2021,8,August,3,2021-Q3,Q3 2021,35,30,Monday,0,0
2021-08-31,2021,8,August,3,2021-Q3,Q3 2021,35,31,Tuesday,0,0
2021-09-01,2021,9,September,3,2021-Q3,Q3 2021,35,1,Wednesday,0,0
2021-09-02,2021,9,September,3,2021-Q3,Q3 2021,35,2,Thursday,0,0
2021-09-03,2021,9,September,3,2021-Q3,Q3 2021,35,3,Friday,0,0
2021-09-04,2021,9,September,3,2021-Q3,Q3 2021,35,4,Saturday,1,0
2021-09-05,2021,9,September,3,2021-Q3,Q3 2021,35,5,Sunday,1,0
2021-09-06,2021,9,September,3,2021-Q3,Q3 2021,36,6,Monday,0,0
2021-09-07,2021,9,September,3,2021-Q3,Q3 2021,36,7,Tuesday,0,0
2021-09-08,2021,9,September,3,2021-Q3,Q3 2021,36,8,Wednesday,0,0
2021-09-09,2021,9,September,3,2021-Q3,Q3 2021,36,9,Thursday,0,0
2021-09-10,2021,9,September,3,2021-Q3,Q3 2021,36,10,Friday,0,0
2021-09-11,2021,9,September,3,2021-Q3,Q3 2021,36,11,Saturday,1,0
2021-09-12,2021,9,September,3,2021-Q3,Q3 2021,36,12,Sunday,1,0
2021-09-13,2021,9,September,3,2021-Q3,Q3 2021,37,13,Monday,0,0
2021-09-14,2021,9,September,3,2021-Q3,Q3 2021,37,14,Tuesday,0,0
2021-09-15,2021,9,September,3,2021-Q3,Q3 2021,37,15,Wednesday,0,0
2021-09-16,2021,9,September,3,2021-Q3,Q3 2021,37,16,Thursday,0,0
2021-09-17,2021,9,September,3,2021-Q3,Q3 2021,37,17,Friday,0,0
2021-09-18,2021,9,September,3,2021-Q3,Q3 2021,37,18,Saturday,1,0
2021-09-19,2021,9,September,3,2021-Q3,Q3 2021,37,19,Sunday,1,0
2021-09-20,2021,9,September,3,2021-Q3,Q3 2021,38,20,Monday,0,0
2021-09-21,2021,9,September,3,2021-Q3,Q3 2021,38,21,Tuesday,0,0
2021-09-22,2021,9,September,3,2021-Q3,Q3 2021,38,22,Wednesday,0,0
2021-09-23,2021,9,September,3,2021-Q3,Q3 2021,38,23,Thursday,0,0
2021-09-24,2021,9,September,3,2021-Q3,Q3 2021,38,24,Friday,0,0
2021-09-25,2021,9,September,3,2021-Q3,Q3 2021,38,25,Saturday,1,0
2021-09-26,2021,9,September,3,2021-Q3,Q3 2021,38,26,Sunday,1,0
2021-09-27,2021,9,September,3,2021-Q3,Q3 2021,39,27,Monday,0,0
2021-09-28,2021,9,September,3,2021-Q3,Q3 2021,39,28,Tuesday,0,0
2021-09-29,2021,9,September,3,2021-Q3,Q3 2021,39,29,Wednesday,0,0
2021-09-30,2021,9,September,3,2021-Q3,Q3 2021,39,30,Thursday,0,0
2021-10-01,2021,10,October,4,2021-Q4,Q4 2021,39,1,Friday,0,0
2021-10-02,2021,10,October,4,2021-Q4,Q4 2021,39,2,Saturday,1,0
